id,pred_label,probs
331,org:place_of_headquarters,"[3.1020616e-05, 4.059386e-05, 2.714152e-06, 2.9518214e-05, 4.8796765e-06, 0.999814, 2.4063536e-06, 5.124026e-06, 1.856201e-06, 1.7114522e-05, 2.3451873e-06, 2.040694e-06, 2.9728103e-06, 2.969045e-06, 2.6377784e-06, 2.554875e-06, 1.6641861e-06, 3.1017996e-06, 6.8659074e-07, 5.983051e-06, 1.937831e-06, 3.4338934e-06, 1.8417577e-06, 1.0650415e-06, 3.1060001e-06, 2.5913541e-06, 4.3558516e-06, 2.8407526e-06, 1.5440634e-06, 1.1720106e-06]"
332,no_relation,"[0.99985254, 1.4035465e-05, 7.958488e-06, 1.909537e-05, 9.925688e-06, 5.038486e-06, 3.3983229e-06, 2.8264506e-06, 3.5981593e-06, 1.00858715e-05, 1.7512814e-06, 2.9564164e-06, 2.6299401e-06, 7.324532e-06, 1.294784e-06, 3.3608313e-07, 3.092984e-06, 2.242521e-05, 1.3437365e-06, 3.7998825e-07, 2.6434182e-06, 2.7273031e-06, 2.6734251e-06, 5.937501e-06, 2.0900113e-06, 2.0626992e-06, 1.266677e-06, 1.9253443e-06, 5.1343154e-06, 1.3964857e-06]"
333,org:product,"[7.0568526e-06, 2.5929953e-06, 2.021182e-06, 1.153038e-06, 8.213696e-06, 1.645342e-06, 4.4806978e-07, 7.853362e-07, 3.929371e-06, 2.6272277e-05, 2.2043077e-06, 1.1140672e-06, 8.581728e-07, 2.2884913e-06, 3.8656112e-06, 2.7283213e-06, 7.4651593e-06, 4.299577e-06, 7.189077e-07, 5.7687494e-06, 1.0599648e-06, 1.9294991e-06, 1.2488712e-06, 3.7343084e-06, 1.110015e-06, 1.624279e-06, 0.9998605, 1.9914887e-06, 4.0819672e-05, 4.851457e-07]"
334,per:title,"[5.3027474e-05, 2.0573292e-05, 1.1144468e-05, 5.3169742e-06, 2.1742235e-06, 2.6283906e-06, 2.5496394e-05, 4.1946164e-06, 0.9996934, 5.7841473e-05, 1.3370842e-06, 2.089552e-05, 2.074102e-05, 3.4378387e-05, 9.0133454e-07, 1.2559378e-06, 2.345468e-06, 1.8922094e-06, 2.729057e-06, 6.6941647e-07, 2.5224128e-06, 5.2175965e-06, 3.0475273e-06, 3.2517078e-06, 2.7974563e-06, 3.922772e-06, 4.260501e-06, 3.137712e-06, 8.151944e-06, 7.9538853e-07]"
335,no_relation,"[0.6091906, 2.6109314e-05, 0.00016614866, 3.0448475e-05, 0.00015112736, 3.113192e-05, 0.00056596904, 0.00013983248, 0.007687088, 0.00089921145, 2.9321609e-05, 0.0002561703, 0.0013486262, 0.35407582, 0.00024100434, 3.4013497e-05, 0.006237123, 8.083921e-05, 3.912142e-05, 6.407214e-05, 5.1273943e-05, 0.011393637, 0.0003408518, 0.00026875758, 6.0767663e-05, 0.0032181907, 0.00012685872, 0.002951614, 0.00013415048, 0.00016014592]"
336,no_relation,"[0.80834013, 0.00042868062, 4.2053714e-05, 8.859923e-05, 0.00021752785, 0.00014750203, 2.0844282e-05, 0.00015821987, 0.18310113, 0.0005911884, 0.00029611276, 6.141152e-05, 0.00030075753, 0.001086743, 6.065445e-05, 4.2961743e-05, 0.0011400222, 8.051072e-05, 4.1567575e-05, 5.759343e-05, 2.7274675e-05, 0.0019595535, 0.0001846112, 0.0001495609, 5.9322385e-05, 0.00055674434, 0.00023632521, 0.00020753566, 0.00020560408, 0.0001091954]"
337,no_relation,"[0.93364596, 0.018384323, 0.013568556, 0.0015246293, 0.000111617526, 0.00061901164, 5.1843053e-05, 4.5493933e-05, 0.010670159, 0.012049251, 0.00017269484, 8.577999e-05, 4.72869e-05, 0.0003398892, 0.0016932887, 0.0008027584, 0.00080021, 0.00020569308, 0.00015023418, 1.6521293e-05, 0.00013422158, 0.0006106627, 0.00010961722, 0.00015211532, 1.7313258e-05, 0.00021431677, 0.0033274172, 6.196268e-05, 0.00025142412, 0.0001355721]"
338,per:employee_of,"[0.040100094, 0.00016093955, 8.421021e-05, 1.7957726e-05, 8.911259e-05, 9.402292e-06, 0.9528519, 0.000335463, 0.0025001315, 8.558725e-05, 0.00012453037, 0.0004126537, 0.00021799453, 0.0009800969, 8.413299e-05, 3.3568558e-05, 8.335798e-05, 1.2062642e-05, 4.6364935e-06, 2.3555538e-05, 5.0848985e-06, 0.0013227669, 0.00013071547, 7.152801e-05, 3.5671645e-05, 4.7386682e-05, 1.8583227e-05, 3.5687637e-05, 7.774243e-05, 4.3384265e-05]"
339,org:place_of_headquarters,"[0.0053661955, 0.033548914, 0.28014025, 0.0015848079, 8.5859e-05, 0.3730191, 0.0004793377, 0.00020323366, 0.0004644607, 0.0054956735, 0.00075382966, 0.00070099806, 8.02697e-05, 0.00033640876, 0.28516755, 0.0012770081, 0.0001806294, 0.0038736297, 0.0010141943, 6.0231247e-05, 0.0010048236, 0.0013097991, 0.00027559669, 0.00012281786, 0.0004106058, 0.00029622403, 0.00081676233, 0.0001634391, 0.00047861552, 0.00128882]"
340,no_relation,"[0.7122917, 4.837164e-05, 0.0002882999, 6.223926e-05, 2.9577704e-05, 6.8997455e-05, 9.229773e-05, 2.8012717e-05, 0.00011845363, 4.963708e-05, 1.3270055e-05, 0.28359878, 0.0009789747, 0.00074304896, 3.812055e-05, 7.505966e-06, 0.00015394438, 6.768416e-05, 1.28534775e-05, 1.1770068e-05, 1.8684175e-05, 8.1351995e-05, 3.1222535e-05, 5.538859e-05, 2.0732585e-05, 0.00017465658, 9.0995245e-06, 0.0007956663, 6.693236e-05, 4.268847e-05]"
341,org:founded,"[0.0016789361, 5.7966777e-06, 2.6711537e-06, 4.67079e-06, 1.4939917e-05, 6.328348e-06, 1.9511347e-06, 1.6922743e-06, 3.213964e-06, 6.0075226e-06, 5.4328393e-06, 3.9522556e-06, 9.840456e-07, 5.8041346e-06, 2.3468107e-05, 1.2256648e-06, 2.516374e-06, 0.9981592, 1.6677978e-06, 8.018024e-07, 3.805535e-05, 4.228606e-06, 3.1648638e-06, 3.234304e-06, 2.7275962e-06, 2.0571154e-06, 2.9620794e-06, 1.5482984e-06, 7.945676e-06, 2.6411064e-06]"
342,no_relation,"[0.9558012, 6.0748735e-05, 2.0932444e-05, 0.00034003746, 7.840259e-05, 5.1547242e-05, 1.2960131e-05, 1.2412037e-05, 2.4218993e-05, 6.329315e-05, 6.32523e-05, 2.2570408e-05, 7.769448e-06, 1.6237764e-05, 2.6983042e-05, 8.259388e-06, 1.3461824e-05, 0.042576946, 2.9530573e-05, 2.8383934e-06, 0.00048677332, 7.234176e-06, 3.1375617e-05, 4.663892e-05, 1.672272e-05, 1.1360441e-05, 2.0152203e-05, 8.1034705e-06, 0.0001221656, 1.5851108e-05]"
343,no_relation,"[0.99979216, 3.6186295e-06, 1.9887288e-05, 6.7102087e-06, 2.3155367e-06, 3.7875027e-06, 1.4263125e-05, 2.8715044e-06, 2.338327e-06, 1.901147e-05, 1.1552959e-06, 1.0329261e-05, 7.4676605e-06, 3.3744993e-05, 5.4905668e-06, 3.67101e-07, 2.0970772e-05, 2.1722435e-06, 3.3370844e-07, 8.7305415e-07, 1.5639773e-06, 8.738369e-06, 2.5526856e-06, 3.011642e-06, 2.607413e-06, 7.6235942e-06, 9.84131e-07, 8.227708e-06, 1.0287216e-05, 4.493556e-06]"
344,org:alternate_names,"[1.4179634e-05, 3.0516927e-05, 4.159584e-06, 0.9998809, 8.54803e-07, 5.367927e-06, 4.06093e-06, 2.4284072e-06, 4.12993e-06, 3.0520548e-06, 1.3411118e-06, 1.739229e-06, 2.7058191e-05, 1.5491921e-06, 2.078484e-06, 1.2933544e-06, 9.0434185e-07, 2.4473577e-06, 1.0167963e-06, 7.43965e-07, 8.317937e-07, 5.0462535e-07, 9.694845e-07, 2.058136e-06, 1.1163767e-06, 1.1370759e-06, 9.975491e-07, 1.2612127e-06, 1.0306724e-06, 3.0584837e-07]"
345,no_relation,"[0.9963917, 1.2655429e-05, 0.00016815288, 2.5025203e-05, 2.9471037e-05, 1.4023321e-05, 0.00019676525, 0.00040386146, 0.00027859022, 1.748224e-05, 9.3341005e-06, 0.0004398175, 0.0006774968, 0.0003025733, 5.919334e-05, 5.6691065e-06, 0.00012403168, 5.084042e-06, 7.2483117e-06, 1.2247524e-05, 9.885145e-06, 0.0002498315, 2.6559814e-05, 9.4188224e-05, 1.9399005e-05, 0.00016759669, 2.5668435e-06, 0.00014356196, 2.207584e-05, 8.388226e-05]"
346,no_relation,"[0.99989045, 1.4270472e-05, 3.6094589e-06, 1.5385243e-05, 5.2892024e-06, 2.8182808e-06, 5.566563e-06, 4.301728e-06, 3.8226694e-06, 4.8412653e-06, 1.947183e-06, 3.0092883e-06, 1.8175014e-06, 4.376443e-06, 1.0419051e-06, 2.0384662e-07, 1.5558237e-06, 1.0888754e-05, 4.4241287e-07, 3.669915e-07, 1.8983724e-06, 2.607697e-06, 2.2104869e-06, 6.0987363e-06, 1.4159845e-06, 1.7383802e-06, 6.273974e-07, 1.7757342e-06, 4.2271067e-06, 1.3970741e-06]"
347,no_relation,"[0.9998142, 1.38690875e-05, 1.01153055e-05, 1.7660108e-05, 7.816838e-06, 4.2498395e-06, 8.787776e-06, 2.8117922e-06, 4.943535e-06, 2.6253778e-05, 4.576127e-06, 4.9010005e-06, 1.4835839e-06, 9.155138e-06, 4.4990707e-06, 7.9592405e-07, 4.477323e-06, 9.519893e-06, 6.042824e-07, 3.6082145e-07, 2.2790139e-06, 3.6598647e-06, 4.8320626e-06, 6.3338307e-06, 1.678828e-06, 5.881127e-06, 2.2571223e-06, 2.094902e-06, 1.6576723e-05, 3.2955327e-06]"
348,per:alternate_names,"[0.07492556, 0.000115966526, 0.000535003, 0.0016343076, 0.0069522653, 0.00013202822, 0.0017849028, 0.001501954, 0.0049487688, 0.00080373115, 0.00024703148, 0.0005254144, 0.6223851, 0.0034174048, 0.0013830594, 0.00030418026, 0.0059137917, 0.0004612397, 0.00025777714, 0.0007287957, 0.00086828135, 0.03674786, 0.0009960065, 0.19417109, 0.00017281368, 0.004556751, 0.000835235, 0.011131817, 0.016901148, 0.00466074]"
349,no_relation,"[0.5675019, 0.00014906636, 0.0001756962, 0.00010842997, 7.895629e-05, 3.583045e-05, 9.794636e-05, 5.9120302e-05, 0.42898554, 0.00056194956, 6.629735e-05, 0.00024069825, 5.7275305e-05, 0.0005095182, 3.477672e-05, 2.4371875e-05, 9.953606e-05, 8.285627e-05, 1.8568217e-05, 5.7630814e-06, 6.854603e-05, 0.00020453722, 0.00017765505, 8.684447e-05, 3.0229985e-05, 0.00014886548, 0.0001272236, 4.7302197e-05, 0.00018451351, 3.017218e-05]"
350,no_relation,"[0.9807992, 0.0010162769, 0.0011529058, 0.0001521102, 5.4855977e-06, 5.2176107e-05, 0.00023538269, 2.4593326e-05, 4.021205e-05, 0.015495781, 1.0700662e-05, 2.4752695e-05, 8.511458e-06, 0.00010020311, 9.866428e-05, 3.1162643e-05, 0.000440615, 9.173891e-06, 1.2839569e-05, 2.8095258e-06, 2.7357846e-05, 3.590477e-05, 1.18141825e-05, 1.4087125e-05, 6.451057e-06, 4.718135e-05, 1.189572e-05, 7.512636e-05, 1.0832778e-05, 4.569525e-05]"
351,per:colleagues,"[0.2936967, 1.3294365e-05, 0.0005065526, 2.7100468e-05, 3.3400716e-05, 8.37461e-05, 0.00017371304, 2.491491e-05, 0.00012035322, 5.3662046e-05, 1.4382385e-05, 0.70092314, 0.00040367793, 0.0017497127, 0.0001227723, 1.3759911e-05, 0.0002490434, 7.425638e-05, 8.17426e-06, 1.7003575e-05, 3.3640503e-05, 0.000108460816, 3.7117305e-05, 6.287613e-05, 8.139609e-05, 0.00065613544, 6.04464e-05, 0.00018486103, 0.00038723432, 7.854466e-05]"
352,org:top_members/employees,"[1.6467417e-05, 1.2083219e-06, 0.99994266, 2.0223044e-06, 6.8734613e-07, 2.2605295e-06, 2.7639014e-06, 3.4827124e-07, 1.8880625e-06, 3.5019782e-06, 8.757597e-08, 2.3635064e-06, 2.0249909e-06, 2.6713198e-07, 1.2519139e-05, 1.0321004e-06, 5.9856217e-07, 4.0964358e-07, 2.7913347e-07, 8.5784684e-08, 8.9526964e-07, 7.535519e-07, 1.4306703e-07, 3.9768324e-07, 6.9748336e-07, 3.3710214e-07, 1.7134079e-06, 3.5560294e-07, 9.925876e-07, 3.6893053e-07]"
353,per:origin,"[0.07789358, 5.4041942e-05, 0.00015229346, 2.9187684e-05, 2.2975251e-05, 0.00015701064, 0.007726865, 0.9096227, 0.00021353202, 2.9905597e-05, 0.00015695719, 0.00014918356, 2.5064675e-05, 2.3609784e-05, 7.600572e-05, 3.665938e-05, 2.555652e-05, 1.3706973e-05, 1.7665061e-05, 0.00020734596, 3.7887043e-05, 9.4906914e-05, 0.00016245837, 0.00010313332, 0.002130014, 7.7810604e-05, 4.7302497e-06, 2.6905322e-05, 2.3250534e-05, 0.00070511183]"
354,org:top_members/employees,"[0.0030415715, 0.00051050214, 0.99301034, 0.00075245416, 3.559669e-06, 0.00010161323, 1.7523695e-05, 3.2836988e-06, 1.5749718e-05, 0.0011979709, 2.7425317e-06, 1.37712395e-05, 9.387059e-06, 5.6059807e-06, 0.0007200989, 0.00015497005, 2.8868497e-05, 3.3091328e-05, 1.8803748e-05, 9.757512e-07, 0.00010109051, 2.8093596e-05, 1.7486191e-06, 1.3369557e-05, 3.6505016e-06, 1.3057099e-05, 0.00011782486, 1.2631248e-05, 3.0458368e-05, 3.5046873e-05]"
355,org:place_of_headquarters,"[1.9890296e-05, 0.000569697, 7.082806e-05, 0.0003047938, 0.0001933087, 0.5107089, 5.2144667e-05, 0.003217177, 7.817271e-05, 0.00052371126, 0.0015371437, 4.9313585e-05, 0.0004901176, 4.8421476e-05, 0.00024572882, 0.00021095504, 0.00045491778, 0.00027629838, 0.00040445602, 0.30115256, 0.0007673868, 0.00020307847, 0.00015640783, 8.191531e-05, 0.16882786, 0.00017690146, 0.00068613276, 0.0004140946, 0.00023301075, 0.007844601]"
356,no_relation,"[0.99982256, 6.925194e-06, 1.1716647e-05, 1.2880583e-05, 3.1534958e-06, 5.1038496e-06, 4.3236314e-06, 1.6768083e-06, 3.8389776e-06, 2.077916e-05, 1.4229068e-06, 1.3693655e-05, 3.4991608e-06, 1.669985e-05, 4.7107505e-06, 5.1342954e-07, 7.2532025e-06, 5.0017825e-06, 4.6214322e-07, 4.4897368e-07, 1.8101993e-06, 5.4206866e-06, 2.7279443e-06, 3.6290073e-06, 1.284744e-06, 1.0855251e-05, 1.755004e-06, 7.440384e-06, 1.4980761e-05, 3.404105e-06]"
357,org:member_of,"[0.00023611035, 0.9897893, 4.896771e-05, 1.349623e-05, 6.4923006e-06, 1.9671388e-05, 0.009374376, 4.9260732e-05, 0.00018808586, 7.5712735e-05, 3.1971984e-05, 4.2896e-05, 9.389586e-06, 1.573939e-05, 3.06875e-06, 6.0055995e-06, 5.6705107e-06, 5.8849273e-06, 2.4552153e-06, 2.6756668e-06, 2.2587699e-06, 2.4364375e-05, 2.801191e-06, 4.6601394e-06, 6.643929e-06, 6.687263e-06, 7.725143e-06, 1.26050645e-05, 3.3918793e-06, 1.7425714e-06]"
358,no_relation,"[0.99153405, 5.673763e-05, 7.153892e-05, 3.990221e-05, 4.6324643e-05, 5.6725727e-05, 5.4105414e-05, 6.110883e-05, 0.0009434267, 0.00013917097, 3.8726736e-05, 4.3675056e-05, 0.00017944294, 0.0052467277, 7.5641336e-05, 1.4045262e-05, 0.00043257012, 1.4637515e-05, 4.2175666e-06, 1.02485365e-05, 9.586536e-06, 0.0004660963, 4.840547e-05, 5.6835706e-05, 1.1193012e-05, 0.00015986797, 5.1135576e-05, 5.543356e-05, 2.9150402e-05, 4.931651e-05]"
359,per:alternate_names,"[0.0017216462, 3.9376468e-05, 0.0029337145, 0.0021232858, 0.00024142183, 0.00014341879, 0.0004944248, 0.0005793665, 0.0020684171, 3.2053285e-05, 9.654101e-06, 0.00056778383, 0.9842255, 0.00061542547, 0.00047855166, 4.3529533e-05, 0.0002228273, 3.2931443e-05, 1.9171699e-05, 0.00020071189, 9.620912e-06, 0.002310905, 2.9896559e-05, 0.00026057116, 6.1759354e-05, 0.00011076807, 4.8944272e-05, 0.00019359757, 8.012883e-05, 0.00010059767]"
360,no_relation,"[0.93964505, 0.00027768, 9.33621e-05, 0.05849055, 1.6083557e-05, 5.4836924e-05, 2.1386506e-05, 9.284627e-06, 3.0480769e-05, 0.00034758908, 1.6506348e-05, 3.0411113e-05, 8.586119e-05, 5.3764437e-05, 8.00851e-05, 3.2373937e-05, 9.1669106e-05, 5.2373136e-05, 1.0041401e-05, 4.996014e-06, 2.726744e-05, 3.3311764e-05, 9.219519e-06, 4.9761973e-05, 3.7220639e-06, 0.00019867958, 5.965341e-05, 8.200342e-05, 7.5283584e-05, 1.6752028e-05]"
361,no_relation,"[0.94840866, 0.04926552, 8.198779e-05, 0.0016785407, 3.65872e-06, 8.2324696e-05, 2.989279e-05, 1.2182411e-05, 2.9737626e-05, 0.00011500756, 2.318362e-05, 2.3024688e-05, 6.586092e-06, 1.7171142e-05, 3.8320006e-05, 2.2959348e-05, 1.3385684e-05, 1.7051836e-05, 3.120067e-06, 1.5672906e-06, 9.479712e-06, 2.5894937e-05, 4.4342773e-06, 7.546715e-06, 1.4639159e-06, 2.7325394e-05, 2.6043777e-05, 6.720508e-06, 8.722792e-06, 8.447133e-06]"
362,no_relation,"[0.990162, 0.0009919222, 0.00066291774, 0.0004339084, 7.9570775e-05, 0.00014130113, 2.1223901e-05, 5.3044903e-05, 0.0039032635, 0.00113481, 6.855551e-05, 8.591558e-05, 4.505393e-05, 0.00018323657, 0.0002162331, 0.00014262846, 0.00027163638, 6.410451e-05, 3.051966e-05, 9.898299e-06, 5.8249374e-05, 0.00045731035, 0.00010211225, 0.00012649807, 8.427836e-06, 0.00016488186, 0.00016739582, 8.235783e-05, 5.2655552e-05, 7.839596e-05]"
363,per:employee_of,"[3.4126945e-06, 2.7729457e-06, 1.3906939e-06, 7.411349e-07, 9.912602e-07, 4.6288275e-07, 0.99995375, 8.781496e-06, 5.7555544e-06, 1.1002626e-06, 2.4379033e-06, 1.9553006e-06, 1.9100844e-06, 1.39454e-06, 5.787e-07, 5.240219e-07, 6.946341e-07, 4.9667835e-07, 2.4612933e-07, 1.0373359e-06, 1.9348987e-07, 9.0826967e-07, 2.1586209e-06, 2.1317891e-07, 2.546783e-06, 3.744155e-07, 3.610026e-07, 1.214522e-06, 1.2575632e-06, 2.7637222e-07]"
364,per:employee_of,"[1.2929799e-05, 1.8533185e-05, 1.8347608e-06, 1.5005102e-06, 9.81471e-07, 6.79344e-07, 0.99988055, 7.651752e-06, 3.2501608e-05, 3.6876186e-06, 4.2552924e-06, 7.721927e-06, 2.8248455e-06, 4.55225e-06, 5.883922e-07, 8.3257277e-07, 1.4696491e-06, 7.133791e-07, 3.5640136e-07, 8.6686805e-07, 2.2588043e-07, 2.1268015e-06, 3.5293735e-06, 2.9877842e-07, 2.0896173e-06, 9.950139e-07, 7.1140414e-07, 2.6422092e-06, 1.7879786e-06, 4.283417e-07]"
365,per:title,"[0.11234446, 4.0883915e-05, 1.2108694e-05, 1.7143599e-05, 2.9428154e-05, 7.095101e-06, 0.000109342924, 1.80403e-05, 0.8860453, 0.00023445809, 4.5404115e-05, 9.062219e-05, 4.7061138e-05, 0.00038554467, 1.0314759e-05, 6.6647212e-06, 2.4338631e-05, 2.5574744e-05, 7.683223e-06, 2.956192e-06, 1.4355945e-05, 3.8108326e-05, 8.6588734e-05, 2.3563389e-05, 1.9233565e-05, 3.9494535e-05, 4.1147043e-05, 2.5776117e-05, 0.00019916784, 8.180121e-06]"
366,no_relation,"[0.9998739, 1.0953272e-05, 7.537312e-06, 2.3237133e-05, 4.8483876e-06, 3.5331252e-06, 5.6671074e-06, 2.4989993e-06, 4.317521e-06, 8.816196e-06, 1.4047235e-06, 3.1740879e-06, 2.2623044e-06, 6.063503e-06, 1.3001645e-06, 2.6499828e-07, 1.9541155e-06, 1.4642693e-05, 1.1663751e-06, 2.6806111e-07, 2.95487e-06, 1.9155063e-06, 2.3440064e-06, 3.6222473e-06, 1.3921592e-06, 1.9321747e-06, 8.0153615e-07, 1.7919083e-06, 4.3831033e-06, 1.0809625e-06]"
367,no_relation,"[0.99986994, 5.224424e-06, 2.0267322e-05, 7.908425e-06, 4.3229015e-06, 3.0689705e-06, 3.3747024e-06, 2.1777475e-06, 3.2402086e-06, 7.699169e-06, 1.3107178e-06, 7.882268e-06, 2.4463416e-06, 5.5939513e-06, 3.4536704e-06, 2.820391e-07, 3.6551364e-06, 9.920485e-06, 1.1697647e-06, 3.3660126e-07, 2.9463379e-06, 2.7697456e-06, 2.6802904e-06, 4.480806e-06, 2.1879357e-06, 3.078797e-06, 1.9487647e-06, 2.5525192e-06, 1.1851477e-05, 2.0685504e-06]"
368,org:top_members/employees,"[0.010161046, 0.0020558357, 0.9789394, 0.0006044178, 1.7252845e-05, 0.00017912313, 4.5579334e-05, 0.0001207894, 0.001133265, 0.0022854344, 1.05465015e-05, 4.2064763e-05, 0.00016263744, 0.00020669155, 0.0024682775, 0.00020778945, 0.0002690783, 1.914696e-05, 5.9312e-05, 7.0188353e-06, 3.5689518e-05, 0.0004341917, 8.988595e-06, 4.374085e-05, 1.119795e-05, 7.581918e-05, 0.00025032563, 7.712833e-05, 2.312405e-05, 4.5228902e-05]"
369,no_relation,"[0.99980825, 1.015683e-05, 1.5502521e-05, 1.6286278e-05, 4.6607333e-06, 6.0936595e-06, 5.812099e-06, 5.033273e-06, 4.719218e-06, 1.3310817e-05, 2.4905366e-06, 5.760943e-06, 5.2167734e-06, 1.5722673e-05, 4.6742607e-06, 5.75016e-07, 9.428419e-06, 2.273213e-06, 5.866575e-07, 5.887975e-07, 1.6329491e-06, 1.0700418e-05, 3.6836366e-06, 7.3565484e-06, 1.3701134e-06, 1.3020265e-05, 1.5225622e-06, 8.377576e-06, 9.535974e-06, 5.5859296e-06]"
370,no_relation,"[0.9998723, 1.2739474e-05, 5.1275706e-06, 1.4169347e-05, 5.3302133e-06, 2.3971143e-06, 5.9415725e-06, 2.5322797e-06, 4.7562776e-06, 6.9575667e-06, 1.5530916e-06, 4.8976176e-06, 2.5638797e-06, 7.6803035e-06, 1.0375314e-06, 2.0981297e-07, 2.1834717e-06, 1.6165292e-05, 8.594967e-07, 2.810525e-07, 3.5108706e-06, 2.4506323e-06, 2.5513546e-06, 8.32464e-06, 1.7319446e-06, 2.2941608e-06, 7.9923353e-07, 2.1577537e-06, 5.3069875e-06, 1.2682203e-06]"
371,per:parents,"[0.3088306, 0.0021327618, 8.929884e-05, 6.446152e-05, 6.123313e-05, 6.698413e-05, 0.00023620095, 0.0020290937, 0.0006546612, 6.3072e-05, 6.674195e-05, 0.000121799254, 0.00012937734, 0.00096969685, 0.0003718804, 2.9665465e-05, 0.0018080093, 2.8679799e-05, 8.149861e-06, 7.435101e-05, 1.4319503e-05, 0.680107, 4.9778046e-05, 7.513638e-05, 2.1100419e-05, 0.0015219254, 3.8094517e-05, 0.0002031914, 2.8370794e-05, 0.00010427853]"
372,no_relation,"[0.99988496, 1.257488e-05, 9.978925e-06, 1.092435e-05, 4.7585836e-06, 3.0303497e-06, 6.695572e-06, 3.0121257e-06, 3.2060454e-06, 8.056916e-06, 2.6428181e-06, 4.1108497e-06, 1.8107924e-06, 3.8717053e-06, 1.6939752e-06, 2.8541456e-07, 3.2998921e-06, 6.7033675e-06, 1.8131407e-06, 3.0376137e-07, 1.7209943e-06, 2.5679865e-06, 2.2530733e-06, 4.7011085e-06, 1.6216303e-06, 2.2395043e-06, 1.1947155e-06, 2.721561e-06, 5.5761757e-06, 1.6820624e-06]"
373,per:alternate_names,"[0.02797538, 2.6053738e-05, 0.0005112658, 0.0009899064, 9.213792e-05, 3.1745138e-05, 0.00027693107, 0.00013539162, 0.0012489303, 5.6621197e-05, 3.4202421e-06, 0.00016409499, 0.96461517, 0.0027633205, 4.720319e-05, 1.4711449e-05, 0.00029640886, 6.64586e-06, 6.359693e-06, 6.305699e-05, 6.6784532e-06, 0.00024862678, 1.2426679e-05, 0.00011919507, 2.6978694e-05, 7.128917e-05, 3.711949e-05, 7.954862e-05, 3.978032e-05, 3.361789e-05]"
374,no_relation,"[0.9998431, 1.6482274e-05, 3.6857296e-06, 1.1565317e-05, 7.2203006e-06, 4.3831024e-06, 4.545716e-06, 2.1327276e-06, 3.1311629e-06, 1.6181753e-05, 6.2028903e-06, 6.666863e-06, 1.6179416e-06, 7.2551506e-06, 3.3134843e-06, 5.7034134e-07, 5.079675e-06, 8.87964e-06, 5.185381e-07, 4.4741805e-07, 1.4485553e-06, 3.7075197e-06, 5.544487e-06, 4.0464724e-06, 1.2164681e-06, 4.3688215e-06, 1.8121711e-06, 1.9223228e-06, 2.05461e-05, 2.2811544e-06]"
375,per:alternate_names,"[0.39407074, 9.476814e-05, 0.00027208828, 0.0027853323, 0.0002520659, 9.6250435e-05, 0.0016117991, 0.00037258287, 0.00048659494, 0.00015961629, 0.000105534134, 0.0014376341, 0.5840557, 0.002215123, 0.0015161784, 8.7842855e-05, 0.0012870375, 8.427793e-05, 2.487604e-05, 0.0001973701, 3.2653905e-05, 0.0011411962, 0.000102228296, 0.0007212896, 7.339972e-05, 0.003994552, 0.0001697372, 0.00049159094, 0.0016121458, 0.00044775743]"
376,org:product,"[0.0015765218, 0.00018725247, 9.340163e-05, 4.915203e-05, 8.339601e-06, 2.0849706e-05, 2.9233124e-06, 2.7401707e-06, 1.2179528e-05, 0.00063158787, 4.5160887e-06, 3.4252264e-06, 2.3877797e-06, 3.1899563e-06, 2.625725e-05, 3.1783395e-05, 5.4495657e-05, 1.3806072e-05, 3.4395212e-06, 5.402834e-06, 3.571713e-06, 4.021261e-06, 1.900002e-06, 5.2538644e-06, 1.6236893e-06, 3.3866838e-06, 0.99719524, 3.5197068e-06, 4.6689885e-05, 1.1075514e-06]"
377,org:top_members/employees,"[4.7749774e-05, 8.3444065e-06, 0.99947673, 4.787916e-06, 5.3733794e-07, 9.46831e-06, 5.400193e-06, 8.0037535e-07, 4.05221e-06, 1.2587705e-05, 6.132572e-07, 6.751516e-06, 1.7671623e-06, 9.386035e-07, 0.00039210604, 5.502445e-06, 8.062798e-07, 2.1304013e-06, 1.3288729e-06, 1.912509e-07, 3.0371712e-06, 2.6225637e-06, 6.0958547e-07, 6.4449995e-07, 1.034662e-06, 5.0263066e-07, 3.847232e-06, 5.605833e-07, 2.689543e-06, 1.9023452e-06]"
378,no_relation,"[0.98268145, 0.009433646, 0.0003942352, 0.0037210372, 5.667044e-06, 0.0008941487, 1.21567855e-05, 7.2803696e-06, 4.6176665e-05, 0.0012179775, 0.0008047876, 1.7275162e-05, 4.2735137e-06, 1.6786991e-05, 0.00024347656, 4.069053e-05, 3.8091956e-05, 8.654807e-05, 9.286727e-06, 2.25785e-06, 3.5459012e-05, 1.0342066e-05, 1.1796523e-05, 1.2347626e-05, 4.0504983e-06, 3.830353e-05, 0.00013253345, 6.6600287e-06, 4.5671826e-05, 2.5622749e-05]"
379,no_relation,"[0.930144, 0.0026374292, 0.008972352, 0.034844976, 1.50272745e-05, 0.0032402934, 1.2066592e-05, 1.2558152e-05, 7.414304e-05, 0.017103525, 2.9075733e-05, 3.3299428e-05, 5.9619884e-05, 7.43783e-05, 0.0007102191, 0.00021578696, 0.00032464482, 0.00015143755, 0.00010752078, 8.41333e-06, 0.00020930574, 4.3531236e-05, 2.2655804e-05, 5.1737832e-05, 2.8289493e-05, 0.00017901417, 0.0004027936, 7.039452e-05, 0.00011483235, 0.00010664936]"
